iter	Logloss
168	0.3083403032
169	0.3082611029
170	0.3081433202
171	0.3080556823
172	0.3079351618
173	0.3078526231
174	0.3077447801
175	0.3076577697
176	0.3075866256
177	0.3074777082
178	0.3073563397
179	0.3072643932
180	0.3071809912
181	0.3070771081
182	0.3070016931
183	0.3069234901
184	0.3068605466
185	0.3067870512
186	0.3067370431
187	0.3066167313
188	0.3065236572
189	0.3064566649
190	0.3064076626
191	0.3063460246
192	0.3062584199
193	0.3061801212
194	0.3061209033
195	0.3059889237
196	0.3059388812
197	0.3058696122
198	0.3057921642
199	0.3057372983
200	0.3056924944
201	0.3056303965
202	0.3055368199
203	0.305484925
204	0.3054272156
205	0.3053841248
206	0.3053415822
207	0.3052531378
208	0.3051966888
209	0.3051338978
210	0.3051031827
211	0.3050271477
212	0.3049887027
213	0.3049437242
214	0.304853476
215	0.3047908528
216	0.3047177362
217	0.304673104
218	0.3046098829
219	0.3045695614
220	0.3045161215
221	0.3044571746
222	0.3044048899
223	0.3043521326
224	0.3043039186
225	0.30423369
226	0.3041943158
227	0.3041429411
228	0.3041097427
229	0.3040663599
230	0.3040226913
231	0.3039794343
232	0.3039185671
233	0.3038527669
234	0.3038027191
235	0.3037650549
236	0.3037290913
237	0.3036969797
238	0.3036574089
239	0.3036118261
240	0.303576208
241	0.3035092396
242	0.3034757738
243	0.3034204731
244	0.3033521423
245	0.3033014314
246	0.3032148406
247	0.3031743016
248	0.3031455553
249	0.3030975246
250	0.3030577468
251	0.3030139253
252	0.3029611957
253	0.3029081702
254	0.3028703414
255	0.3028353195
256	0.302797526
257	0.3027736043
258	0.3027437836
259	0.3027048379
260	0.3026747973
261	0.3026314379
262	0.3025940721
263	0.302548683
264	0.3025147161
265	0.3024768867
266	0.3024411999
267	0.3023963472
268	0.3023731503
269	0.3023066616
270	0.3022779713
271	0.3022283822
272	0.302202138
273	0.3021812679
274	0.3021409108
275	0.3021084489
276	0.3020594876
277	0.3020264549
278	0.3019835985
279	0.3019540185
280	0.3019216488
281	0.301894237
282	0.3018349079
283	0.3017981393
284	0.3017679682
285	0.3017252049
286	0.3016882741
287	0.3016619422
288	0.3016246689
289	0.3015793503
290	0.3015315446
291	0.3015117877
292	0.3014565354
293	0.3014383973
294	0.3014094091
295	0.3013900796
296	0.3013662372
297	0.3013397017
298	0.3013075659
299	0.3012620756
300	0.3012345325
301	0.3012134131
302	0.3011826271
303	0.3011410544
304	0.3010875813
305	0.3010718367
306	0.3010391035
307	0.301016157
308	0.3009839872
309	0.3009337576
310	0.3009080323
311	0.3008571288
312	0.30082469
313	0.3008064369
314	0.3007624994
315	0.3007418143
316	0.3007066707
317	0.3006502266
318	0.3006115873
319	0.3005885842
320	0.3005362385
321	0.3005076165
322	0.3004836083
323	0.3004568513
324	0.3004323067
325	0.300394019
326	0.3003665511
327	0.3003291589
328	0.300296267
329	0.3002717866
330	0.3002548178
331	0.3002349329
332	0.3001762341
333	0.3001429064
334	0.3001096987
335	0.3000712833
336	0.3000306644
337	0.2999938398
338	0.2999521688
339	0.2999322938
340	0.2999194586
341	0.2998945483
342	0.29984554
343	0.2998220651
344	0.2997882159
345	0.2997613575
346	0.2997359402
347	0.2996954829
348	0.2996634393
349	0.2996209236
350	0.2995756806
351	0.2995537237
352	0.2995338871
353	0.2995066162
354	0.2994734513
355	0.2994424493
356	0.2994158484
357	0.2993944471
358	0.299343137
359	0.2993142502
360	0.2992938154
361	0.2992738691
362	0.2992619307
363	0.2992172334
364	0.2991854676
365	0.2991586871
366	0.2991409246
367	0.2991143794
368	0.299083348
369	0.2990657414
370	0.2990484269
371	0.2990377533
372	0.2989932394
373	0.2989542917
374	0.2989340499
375	0.2989151069
376	0.2988944483
377	0.2988822822
378	0.2988708217
379	0.2988455817
380	0.2988224783
381	0.2987935764
382	0.2987756464
383	0.2987639658
384	0.2987351246
385	0.2987150132
386	0.2986739026
387	0.2986468547
388	0.2986289574
389	0.2986072269
390	0.298598701
391	0.2985799281
392	0.2985590907
393	0.2985107017
394	0.2984921606
395	0.2984746434
396	0.2984543184
397	0.2984255613
398	0.298362853
399	0.2983462789
400	0.2983265519
401	0.2983050772
402	0.2982909082
403	0.2982560626
404	0.2982300789
405	0.2982098836
406	0.298189181
407	0.2981837191
408	0.2981625934
409	0.2981381734
410	0.2981143795
411	0.2980950631
412	0.2980779334
413	0.2980544516
414	0.298034346
415	0.2980003337
416	0.2979835503
417	0.2979557742
418	0.2979279818
419	0.2979119424
420	0.2978958111
421	0.2978680223
422	0.297843623
423	0.2978173934
424	0.2977974417
425	0.2977672241
426	0.2977518319
427	0.2977169343
428	0.2976923472
429	0.2976740868
430	0.2976638962
431	0.2976517572
432	0.2976335991
433	0.2976110507
434	0.297591765
435	0.2975764662
436	0.2975697258
437	0.2975575011
438	0.2975417383
439	0.29752807
440	0.2975152718
441	0.2975032912
442	0.2974630516
443	0.2974364341
444	0.2974205662
445	0.2974109228
446	0.2973990569
447	0.2973891328
448	0.2973687631
449	0.2973494251
450	0.2973363852
451	0.2973212712
452	0.2973051567
453	0.2972903952
454	0.2972658881
455	0.297251603
456	0.2972401782
457	0.2972218331
458	0.2971993848
459	0.2971818649
460	0.2971652486
461	0.2971467679
462	0.2971232845
463	0.2971052485
464	0.2970855399
465	0.297071615
466	0.2970525729
467	0.2970357251
468	0.2970169131
469	0.297006435
470	0.296992144
471	0.2969708969
472	0.2969598989
473	0.296950322
474	0.296928204
475	0.2968980155
476	0.2968615531
477	0.2968528226
478	0.2968290371
479	0.296796243
480	0.2967638349
481	0.2967455781
482	0.2967224897
483	0.2966891201
484	0.296671136
485	0.296635878
486	0.2966271676
487	0.2966125352
488	0.2966024433
489	0.2965976931
490	0.2965748249
491	0.2965503115
492	0.2965412772
493	0.2965350885
494	0.2965066363
495	0.2964705421
496	0.2964491126
497	0.2964170292
498	0.2963993681
499	0.2963788483
500	0.296343257
501	0.2963245989
502	0.296300963
503	0.2962837303
504	0.296268544
505	0.296261822
506	0.2962534119
507	0.2962354209
508	0.2962183601
509	0.296199566
510	0.296186061
511	0.2961711413
512	0.2961693219
513	0.2961550353
514	0.2961425907
515	0.2961246621
516	0.2960946208
517	0.2960838108
518	0.2960748091
519	0.2960522978
520	0.2960341571
521	0.2960143376
522	0.2960019588
523	0.2959852557
524	0.2959770421
525	0.2959589219
526	0.2959375819
527	0.2959126567
528	0.2958859671
529	0.295868144
530	0.2958660192
531	0.2958601937
532	0.2958461391
533	0.2958311123
534	0.2958249678
535	0.2958076134
536	0.2957928633
537	0.2957658416
538	0.2957475511
539	0.295729304
540	0.2957293035
541	0.2957106291
542	0.2956765582
543	0.2956451538
544	0.2956152922
545	0.2955962472
546	0.2955773173
547	0.2955487197
548	0.2955338092
549	0.2955098366
550	0.2954875884
551	0.2954661071
552	0.2954527369
553	0.2954281592
554	0.2954056615
555	0.2953975977
556	0.2953774751
557	0.295354892
558	0.2953387187
559	0.2953137499
560	0.2953017543
561	0.2952936552
562	0.2952761739
563	0.2952528747
564	0.2952297563
565	0.295215804
566	0.2951948375
567	0.2951804633
568	0.2951703118
569	0.2951637205
570	0.295151685
571	0.2951292916
572	0.2951185963
573	0.2951029933
574	0.2950935017
575	0.2950669713
576	0.2950239613
577	0.2950112888
578	0.2949866112
579	0.2949858027
580	0.2949836007
581	0.2949758812
582	0.2949643772
583	0.2949409663
584	0.2949357888
585	0.2949113677
586	0.2948910879
587	0.2948824795
588	0.294877492
589	0.2948653489
590	0.2948290215
591	0.2948050774
592	0.2947883737
593	0.2947782192
594	0.2947613881
595	0.2947315832
596	0.2947238376
597	0.2946976123
598	0.2946889114
599	0.294647696
600	0.2946371754
601	0.2946364231
602	0.294636422
603	0.2946198146
604	0.2946086773
605	0.2945875458
606	0.294574023
607	0.2945560924
608	0.2945464681
609	0.2945181043
610	0.2945059576
611	0.2944789893
612	0.2944527909
613	0.2944403323
614	0.2944125375
615	0.2943796175
616	0.2943785805
617	0.2943575497
618	0.2943395934
619	0.2943358136
620	0.2943178351
621	0.2942979767
622	0.2942899018
623	0.2942889104
624	0.2942691233
625	0.2942552369
626	0.2942488895
627	0.2942393077
628	0.2942182262
629	0.2941904529
630	0.2941613115
631	0.2941288532
632	0.2941197971
633	0.2941195938
634	0.2941195886
635	0.2941032064
636	0.294098311
637	0.2940640562
638	0.2940516047
639	0.2940424796
640	0.2940305673
641	0.2940182025
642	0.2939875367
643	0.2939764401
644	0.2939737167
645	0.2939578791
646	0.2939388428
647	0.2939312108
648	0.2939291204
649	0.2939196096
650	0.2939056854
651	0.2938918394
652	0.2938866972
653	0.2938473201
654	0.2938472667
655	0.2938470018
656	0.2938330259
657	0.2938020984
658	0.29379045
659	0.2937778976
660	0.2937772675
661	0.2937626271
662	0.2937546655
663	0.2937212369
664	0.2937000513
665	0.2936895411
666	0.2936820107
667	0.2936508771
668	0.293637937
669	0.2936333834
670	0.2936155536
671	0.2935988025
672	0.293570528
673	0.2935526523
674	0.2935409176
675	0.2935285168
676	0.2935023415
677	0.2934806915
678	0.2934790173
679	0.2934593496
680	0.2934492776
681	0.2934442317
682	0.2934257864
683	0.2934234317
684	0.2934163108
685	0.2934050896
686	0.2933917678
687	0.293357025
688	0.293339021
689	0.2933049478
690	0.2933036498
691	0.2932856812
692	0.2932826194
693	0.2932583722
694	0.2932454502
695	0.2932268521
696	0.2932235367
697	0.2932059082
698	0.2932054646
699	0.2931912633
700	0.2931764996
701	0.2931555593
702	0.293127898
703	0.2931104299
704	0.293095495
705	0.2930861271
706	0.2930791816
707	0.2930730622
708	0.2930651421
709	0.2930491906
710	0.2930489282
711	0.2930489259
712	0.2930340134
713	0.2930210476
714	0.2930204484
715	0.2930027159
716	0.2929967247
717	0.2929843773
718	0.2929521776
719	0.2929489478
720	0.2929390371
721	0.2929248342
722	0.2929211097
723	0.292896701
724	0.2928901311
725	0.292871206
726	0.2928678125
727	0.2928549787
728	0.2928422468
729	0.2928279781
730	0.2928016158
731	0.2928008532
732	0.2927921268
733	0.2927675181
734	0.2927547677
735	0.2927367112
736	0.2927335778
737	0.2927180963
738	0.2927080951
739	0.292699504
740	0.2926954595
741	0.2926823849
742	0.2926650942
743	0.2926454353
744	0.2926422151
745	0.2926229836
746	0.2926045415
747	0.2925832756
748	0.2925738906
749	0.2925615881
750	0.292549803
751	0.2925375202
752	0.2925150117
753	0.2925028911
754	0.2924842898
755	0.2924749701
756	0.292462634
757	0.2924597877
758	0.2924597342
759	0.2924415065
760	0.2924297489
761	0.2924036058
762	0.292396096
763	0.2923945706
764	0.2923835579
765	0.2923728854
766	0.29236748
767	0.2923596984
768	0.2923293893
