iter	Passed	Remaining
478	681	741
479	682	739
480	683	737
481	684	735
482	685	734
483	686	732
484	687	730
485	688	728
486	689	726
487	691	725
488	692	723
489	693	721
490	694	719
491	695	717
492	696	716
493	697	714
494	699	713
495	700	711
496	702	710
497	703	709
498	705	708
499	706	706
500	707	704
501	708	703
502	710	701
503	711	699
504	712	698
505	713	696
506	715	695
507	716	694
508	718	692
509	720	691
510	721	690
511	723	689
512	724	688
513	725	686
514	727	685
515	728	683
516	729	681
517	731	680
518	733	679
519	735	678
520	736	677
521	737	675
522	739	674
523	740	672
524	741	670
525	742	669
526	744	667
527	745	666
528	746	664
529	748	663
530	750	662
531	751	661
532	753	660
533	754	658
534	756	657
535	758	656
536	759	655
537	761	653
538	762	652
539	764	651
540	766	650
541	767	648
542	768	646
543	769	644
544	770	643
545	771	641
546	772	639
547	773	638
548	774	636
549	775	634
550	776	632
551	777	630
552	778	629
553	780	628
554	782	627
555	784	626
556	786	625
557	787	623
558	788	622
559	789	620
560	790	618
561	792	617
562	794	616
563	796	615
564	797	614
565	798	612
566	800	611
567	801	609
568	802	608
569	804	606
570	805	605
571	806	603
572	808	602
573	810	601
574	811	599
575	812	598
576	813	596
577	815	595
578	816	593
579	817	592
580	819	590
581	820	589
582	821	587
583	822	586
584	824	584
585	826	583
586	827	582
587	829	580
588	830	579
589	832	578
590	833	576
591	834	575
592	835	573
593	836	571
594	838	570
595	840	569
596	841	568
597	843	566
598	844	565
599	845	563
600	846	562
601	847	560
602	848	558
603	849	556
604	850	555
605	851	553
606	852	551
607	853	550
608	855	549
609	856	547
610	857	546
611	858	544
612	859	542
613	860	541
614	861	539
615	862	537
616	863	536
617	864	534
618	865	532
619	866	531
620	867	529
621	868	527
622	870	526
623	871	525
624	872	523
625	873	522
626	874	520
627	875	518
628	876	517
629	877	515
630	878	513
631	879	512
632	880	510
633	881	508
634	882	507
635	883	505
636	884	504
637	886	502
638	887	501
639	888	499
640	889	498
641	890	496
642	891	495
643	892	493
644	893	491
645	894	490
646	895	488
647	896	486
648	897	485
649	898	483
650	899	482
651	900	480
652	902	479
653	903	477
654	904	476
655	905	474
656	906	473
657	907	471
658	908	469
659	909	468
660	909	466
661	911	465
662	912	463
663	913	462
664	914	460
665	915	459
666	917	457
667	918	456
668	919	454
669	920	453
670	921	451
671	922	450
672	922	448
673	923	446
674	924	445
675	925	443
676	926	442
677	927	440
678	928	438
679	929	437
680	930	435
681	932	434
682	934	433
683	935	432
684	937	431
685	938	429
686	940	428
687	942	427
688	943	425
689	944	424
690	946	423
691	948	422
692	950	420
693	951	419
694	952	418
695	954	416
696	956	415
697	957	414
698	959	413
699	960	411
700	962	410
701	964	409
702	965	407
703	966	406
704	968	405
705	969	403
706	971	402
707	972	401
708	973	399
709	974	398
710	976	396
711	977	395
712	980	394
713	981	393
714	983	391
715	984	390
716	986	389
717	987	387
718	988	386
719	990	385
720	991	383
721	993	382
722	995	381
723	996	379
724	997	378
725	998	376
726	999	375
727	1000	373
728	1001	372
729	1002	370
730	1003	369
731	1004	367
732	1005	366
733	1006	364
734	1007	363
735	1008	361
736	1009	360
737	1010	358
738	1012	357
739	1013	355
740	1014	354
741	1015	353
742	1016	351
743	1018	350
744	1019	348
745	1020	347
746	1021	345
747	1022	344
748	1024	343
749	1026	342
750	1027	340
751	1028	339
752	1030	337
753	1031	336
754	1032	335
755	1033	333
756	1035	332
757	1036	330
758	1037	329
759	1039	328
760	1040	326
761	1041	325
762	1043	323
763	1044	322
764	1045	321
765	1046	319
766	1047	318
767	1049	316
768	1050	315
769	1052	314
770	1053	312
771	1055	311
772	1056	310
773	1057	308
774	1058	307
775	1060	306
776	1061	304
777	1062	303
778	1063	301
779	1064	300
780	1066	298
781	1067	297
782	1068	296
783	1069	294
784	1071	293
785	1072	292
786	1073	290
787	1074	289
788	1075	287
789	1077	286
790	1078	284
791	1079	283
792	1080	282
793	1082	280
794	1083	279
795	1084	277
796	1086	276
797	1087	275
798	1088	273
799	1089	272
800	1090	270
801	1092	269
802	1094	268
803	1095	267
804	1098	266
805	1100	264
806	1102	263
807	1104	262
808	1106	261
809	1108	259
810	1110	258
811	1112	257
812	1113	256
813	1115	254
814	1117	253
815	1120	252
816	1122	251
817	1137	253
818	1147	253
819	1152	252
820	1155	251
821	1158	250
822	1162	250
823	1168	249
824	1186	251
825	1190	250
826	1195	250
827	1199	249
828	1201	247
829	1204	246
830	1207	245
831	1210	244
832	1212	243
833	1215	241
834	1218	240
835	1220	239
836	1224	238
837	1226	237
838	1229	235
839	1231	234
840	1234	233
841	1236	232
842	1238	230
843	1241	229
844	1243	228
845	1245	226
846	1246	225
847	1248	223
848	1250	222
849	1252	221
850	1253	219
851	1254	217
852	1255	216
853	1256	214
854	1257	213
855	1258	211
856	1259	210
857	1260	208
858	1260	206
859	1261	205
860	1262	203
861	1263	202
862	1264	200
863	1265	199
864	1266	197
865	1268	196
866	1269	194
867	1270	193
868	1271	191
869	1273	190
870	1275	188
871	1277	187
872	1279	186
873	1280	184
874	1282	183
875	1284	181
876	1286	180
877	1288	178
878	1289	177
879	1290	176
880	1292	174
881	1293	173
882	1295	171
883	1297	170
884	1299	168
885	1301	167
886	1303	166
887	1305	164
888	1306	163
889	1308	161
890	1309	160
891	1311	158
892	1313	157
893	1314	155
894	1316	154
895	1318	152
896	1319	151
897	1320	150
898	1322	148
899	1323	147
900	1325	145
901	1326	144
902	1328	142
903	1330	141
904	1331	139
905	1333	138
906	1334	136
907	1336	135
908	1337	133
909	1338	132
910	1340	130
911	1341	129
912	1343	128
913	1344	126
914	1345	125
915	1347	123
916	1348	122
917	1349	120
918	1351	119
919	1352	117
920	1353	116
921	1354	114
922	1355	113
923	1356	111
924	1358	110
925	1359	108
926	1360	107
927	1361	105
928	1362	104
929	1363	102
930	1364	101
931	1365	99
932	1366	98
933	1366	96
934	1367	95
935	1368	93
936	1369	92
937	1370	90
938	1371	89
939	1372	87
940	1373	86
941	1374	84
942	1375	83
943	1376	81
944	1376	80
945	1377	78
946	1378	77
947	1379	75
948	1380	74
949	1381	72
950	1381	71
951	1382	69
952	1383	68
953	1384	66
954	1386	65
955	1387	63
956	1389	62
957	1390	60
958	1392	59
959	1393	58
960	1394	56
961	1395	55
962	1396	53
963	1398	52
964	1399	50
965	1400	49
966	1401	47
967	1403	46
968	1405	44
969	1406	43
970	1407	42
971	1408	40
972	1410	39
973	1411	37
974	1412	36
975	1413	34
976	1415	33
977	1416	31
978	1417	30
979	1419	28
980	1420	27
981	1422	26
982	1423	24
983	1425	23
984	1426	21
985	1428	20
986	1429	18
987	1431	17
988	1433	15
989	1434	14
990	1436	13
991	1438	11
992	1439	10
993	1440	8
994	1442	7
995	1443	5
996	1444	4
997	1445	2
998	1446	1
999	1448	0
