STD_YM,BLCK_SP_CD,CTPV_CD,CTPV_NM,CAT01_CD,OPN_CNT,CLSD_CNT,NEW_CNT,MANAGE01_CNT,MANAGE02_CNT,MANAGE03_CNT,MANAGE04_CNT
202410,1,11,서울특별시,A,709,1,2,16,89,108,496
202410,1,11,서울특별시,H,34559,153,46,299,2794,3543,27923
202410,1,11,서울특별시,K,15737,93,7,88,2269,2887,10493
202410,1,27,대구광역시,U,2,0,0,0,0,0,2
202410,1,28,인천광역시,D,322,0,1,4,26,88,204
202410,1,28,인천광역시,F,11370,43,12,89,1246,1668,8367
202410,1,28,인천광역시,K,892,2,5,20,67,90,715
202410,1,28,인천광역시,T,162,0,0,0,4,24,134
202410,1,29,광주광역시,E,184,0,0,1,14,26,143
202410,1,29,광주광역시,G,36404,233,194,1267,5998,4657,24482
202410,1,29,광주광역시,O,225,0,0,0,5,8,212
202410,1,30,대전광역시,A,196,2,0,7,33,31,125
202410,1,30,대전광역시,B,13,1,0,0,0,4,9
202410,1,30,대전광역시,H,6210,28,15,61,659,781,4709
202410,1,30,대전광역시,M,5051,13,27,152,709,680,3510
202410,1,30,대전광역시,P,5871,38,33,215,1306,893,3457
202410,1,30,대전광역시,U,0,0,0,0,0,0,0
202410,1,31,울산광역시,A,344,0,1,5,37,47,255
202410,1,31,울산광역시,C,6647,21,10,61,650,655,5281
202410,1,31,울산광역시,R,2524,25,30,153,670,395,1306
202410,1,36,세종특별자치시,Q,567,0,0,7,64,76,420
202410,1,41,경기도,T,559,3,0,4,21,71,463
202410,1,43,충청북도,C,12255,33,19,103,913,1271,9968
202410,1,43,충청북도,K,619,0,2,17,35,50,517
202410,1,44,충청남도,A,3655,14,0,46,321,573,2715
202410,1,44,충청남도,B,95,0,0,2,1,10,82
202410,1,44,충청남도,G,51338,263,289,1801,9148,6761,33628
202410,1,44,충청남도,R,4569,38,54,299,1347,730,2193
202410,1,44,충청남도,T,30,0,0,0,4,1,25
202410,1,46,전라남도,F,12759,21,3,49,915,1525,10270
202410,1,46,전라남도,O,646,0,1,5,50,23,568
202410,1,48,경상남도,F,15519,39,12,90,1278,1846,12305
202410,1,48,경상남도,J,2036,22,52,274,596,243,923
202410,1,48,경상남도,S,28100,131,173,1164,5700,3962,17274
202410,1,48,경상남도,T,38,1,0,1,4,4,29
202410,1,50,제주특별자치도,Q,1501,3,0,9,95,95,1302
202410,1,50,제주특별자치도,T,11,0,0,0,0,0,11
202410,1,51,강원특별자치도,L,9868,25,23,101,812,1394,7561
202410,1,52,전북특별자치도,A,2059,3,1,10,199,299,1551
202410,1,52,전북특별자치도,D,6484,8,6,60,747,2121,3556
202410,1,52,전북특별자치도,G,45799,285,252,1663,7912,5747,30477
202410,1,26,부산광역시,D,363,0,0,4,74,72,213
202410,1,26,부산광역시,F,12360,51,13,91,1179,1481,9609
202410,1,26,부산광역시,H,28965,154,53,440,3577,2694,22254
202410,1,26,부산광역시,R,6533,66,74,420,1824,1058,3231
202410,1,27,대구광역시,G,65686,366,290,1740,9096,7742,47108
202410,1,27,대구광역시,S,19582,107,123,862,3972,2774,11974
202410,1,28,인천광역시,H,14107,69,13,118,1172,1509,11308
202410,1,29,광주광역시,L,12124,27,13,100,855,2282,8887
202410,1,30,대전광역시,F,6797,21,4,53,617,840,5287
202410,1,30,대전광역시,I,21940,297,274,1618,6643,3172,10507
202410,1,30,대전광역시,J,2281,10,19,127,395,348,1411
202410,1,30,대전광역시,Q,3738,9,11,47,242,286,3163
202410,1,36,세종특별자치시,A,158,0,0,2,22,31,103
202410,1,36,세종특별자치시,K,86,2,1,1,11,13,61
202410,1,41,경기도,J,22326,165,241,1286,4401,4414,12225
202410,1,41,경기도,S,100094,628,868,5459,24104,15145,55386
202410,1,43,충청북도,D,2174,1,4,33,264,1090,787
202410,1,43,충청북도,M,3881,8,8,98,574,520,2689
202410,1,43,충청북도,U,0,0,0,0,0,0,0
202410,1,44,충청남도,J,1608,20,33,198,511,210,689
202410,1,44,충청남도,P,6975,38,35,246,1687,1043,3999
202410,1,46,전라남도,D,3783,8,5,58,551,1446,1728
202410,1,46,전라남도,G,45459,243,236,1504,7723,5889,30343
202410,1,46,전라남도,I,33566,382,359,2205,9180,4894,17287
202410,1,46,전라남도,L,8744,20,16,88,738,1851,6067
202410,1,46,전라남도,P,5428,27,24,145,1024,704,3555
202410,1,46,전라남도,S,15036,57,113,570,2935,2013,9518
202410,1,47,경상북도,G,64043,325,325,1993,10697,8150,43203
202410,1,47,경상북도,P,9271,41,38,315,1738,1253,5965
